f0,f1,f2,f3,f4,f5,f6,f7,label
0.13056218618665394,-0.47383372151598707,0.77955172035303633,1.1932118741390605,-0.037755716436506805,-0.17772021150355155,-0.64180620377299302,-0.27931857661957915,_prep_1
0.33195698623081443,0.82874432674724652,1.9794985095385875,1.2099903840570916,0.36270872016992373,-2.5239342016748112,0.77004028734776653,0.1771708074070662,_prep_2
0.59876499345434919,0.052041154687158891,-0.89180551398740104,0.46444138854090766,0.89774201640766615,-0.094622895973930532,1.456666407342128,0.92591296269268242,_prep_1
-0.0075273830679940187,0.72119333206378899,-2.2907344846192852,0.095353668699351732,2.2967360711558249,1.1604579254048841,-0.75796772804989354,-0.11520200726141146,_prep_0
-0.631862336502658,-0.83158381433867501,-0.16442416023357415,-0.44999827579113477,-1.2833788851710033,-0.021666911663762514,-2.1160422089740103,2.0880229818311942,_prep_0
0.69741275663299362,0.17571341745158495,2.3949155610749879,0.30136914689260408,0.34497357033713433,1.2021510500241306,0.82106746885562454,-3.033336408497266,_prep_2
-1.3264289134800591,-0.40887837262605536,-0.032291324017760421,-0.41747808687902194,-0.82333537594104944,0.9659262875468444,-0.041043304857317928,-0.40576279853619196,_prep_0
-0.0075273830679940187,0.72119333206378899,-2.2907344846192852,0.095353668699351732,2.2967360711558249,1.1604579254048841,-0.75796772804989354,-0.11520200726141146,_prep_0
0.59876499345434919,0.052041154687158891,-0.89180551398740104,0.46444138854090766,0.89774201640766615,-0.094622895973930532,1.456666407342128,0.92591296269268242,_prep_1
-1.3264289134800591,-0.40887837262605536,-0.032291324017760421,-0.41747808687902194,-0.82333537594104944,0.9659262875468444,-0.041043304857317928,-0.40576279853619196,_prep_0
-0.631862336502658,-0.83158381433867501,-0.16442416023357415,-0.44999827579113477,-1.2833788851710033,-0.021666911663762514,-2.1160422089740103,2.0880229818311942,_prep_0
0.13056218618665394,-0.47383372151598707,0.77955172035303633,1.1932118741390605,-0.037755716436506805,-0.17772021150355155,-0.64180620377299302,-0.27931857661957915,_prep_1
0.69741275663299362,0.17571341745158495,2.3949155610749879,0.30136914689260408,0.34497357033713433,1.2021510500241306,0.82106746885562454,-3.033336408497266,_prep_2
0.33195698623081443,0.82874432674724652,1.9794985095385875,1.2099903840570916,0.36270872016992373,-2.5239342016748112,0.77004028734776653,0.1771708074070662,_prep_2
